network,beta,run,peak
BA,0.005,135,0.2863
BA,0.005,136,0.2905
BA,0.005,137,0.2797
BA,0.005,138,0.2857
BA,0.005,139,0.283
BA,0.005,140,0.2898
BA,0.005,141,0.2781
BA,0.005,142,0.2736
BA,0.005,143,0.2861
BA,0.005,144,0.2841
BA,0.005,145,0.2739
BA,0.005,146,0.2749
BA,0.005,147,0.2799
BA,0.005,148,0.2795
BA,0.005,149,0.2778
BA,0.005,150,0.2713
BA,0.005,151,0.2811
BA,0.005,152,0.2771
BA,0.005,153,0.2813
BA,0.005,154,0.274
BA,0.005,155,0.2746
BA,0.005,156,0.2836
BA,0.005,157,0.268
BA,0.005,158,0.2904
BA,0.005,159,0.2824
BA,0.005,160,0.2873
BA,0.005,161,0.2777
BA,0.005,162,0.2772
BA,0.005,163,0.2833
BA,0.005,164,0.2697
BA,0.005,165,0.2773
BA,0.005,166,0.2845
BA,0.005,167,0.2782
BA,0.005,168,0.2959
BA,0.005,169,0.2876
BA,0.005,170,0.2762
BA,0.005,171,0.2766
BA,0.005,172,0.2845
BA,0.005,173,0.2798
BA,0.005,174,0.2867
BA,0.005,175,0.2861
BA,0.005,176,0.2762
BA,0.005,177,0.2846
BA,0.005,178,0.2786
BA,0.005,179,0.2874
BA,0.005,180,0.2778
BA,0.005,181,0.2822
BA,0.005,182,0.2784
BA,0.005,183,0.2693
BA,0.005,184,0.2808
BA,0.005,185,0.2821
BA,0.005,186,0.2754
BA,0.005,187,0.2653
BA,0.005,188,0.277
BA,0.005,189,0.2942
BA,0.005,190,0.2853
BA,0.005,191,0.2794
BA,0.005,192,0.2773
BA,0.005,193,0.2832
BA,0.005,194,0.2878
BA,0.005,195,0.2815
BA,0.005,196,0.2753
BA,0.005,197,0.2797
BA,0.005,198,0.2761
BA,0.005,199,0.2819
ER,0.0075,0,0.3844
ER,0.0075,1,0.3664
ER,0.0075,2,0.3856
ER,0.0075,3,0.3767
ER,0.0075,4,0.3869
ER,0.0075,5,0.3851
ER,0.0075,6,0.3765
ER,0.0075,7,0.3913
ER,0.0075,8,0.3743
ER,0.0075,9,0.3853
ER,0.0075,10,0.3831
ER,0.0075,11,0.3854
ER,0.0075,12,0.3817
ER,0.0075,13,0.3982
ER,0.0075,14,0.3886
ER,0.0075,15,0.3928
ER,0.0075,16,0.3788
ER,0.0075,17,0.384
ER,0.0075,18,0.3802
ER,0.0075,19,0.3782
ER,0.0075,20,0.3799
ER,0.0075,21,0.3852
ER,0.0075,22,0.3961
ER,0.0075,23,0.3829
ER,0.0075,24,0.3745
ER,0.0075,25,0.3881
ER,0.0075,26,0.3727
ER,0.0075,27,0.3733
ER,0.0075,28,0.3793
ER,0.0075,29,0.3846
ER,0.0075,30,0.3844
ER,0.0075,31,0.3824
ER,0.0075,32,0.3743
ER,0.0075,33,0.389
ER,0.0075,34,0.3999
ER,0.0075,35,0.3804
ER,0.0075,36,0.3775
ER,0.0075,37,0.3875
ER,0.0075,38,0.3747
ER,0.0075,39,0.3815
ER,0.0075,40,0.3856
ER,0.0075,41,0.3868
ER,0.0075,42,0.3949
ER,0.0075,43,0.3962
ER,0.0075,44,0.387
ER,0.0075,45,0.375
ER,0.0075,46,0.3848
ER,0.0075,47,0.3905
ER,0.0075,48,0.3823
ER,0.0075,49,0.3926
ER,0.0075,50,0.3797
ER,0.0075,51,0.391
ER,0.0075,52,0.3792
ER,0.0075,53,0.3918
ER,0.0075,54,0.379
ER,0.0075,55,0.3864
ER,0.0075,56,0.391
ER,0.0075,57,0.3806
ER,0.0075,58,0.3796
ER,0.0075,59,0.3879
ER,0.0075,60,0.3771
ER,0.0075,61,0.3869
ER,0.0075,62,0.3692
ER,0.0075,63,0.3905
ER,0.0075,64,0.3838
ER,0.0075,65,0.3738
ER,0.0075,66,0.387
ER,0.0075,67,0.3836
ER,0.0075,68,0.3886
ER,0.0075,69,0.3829
ER,0.0075,70,0.3747
ER,0.0075,71,0.3702
ER,0.0075,72,0.3873
ER,0.0075,73,0.387
ER,0.0075,74,0.3792
ER,0.0075,75,0.383
ER,0.0075,76,0.3777
ER,0.0075,77,0.377
ER,0.0075,78,0.3827
ER,0.0075,79,0.3822
ER,0.0075,80,0.3821
ER,0.0075,81,0.3883
ER,0.0075,82,0.3865
ER,0.0075,83,0.3896
ER,0.0075,84,0.3758
ER,0.0075,85,0.3856
ER,0.0075,86,0.3973
ER,0.0075,87,0.3932
ER,0.0075,88,0.3861
ER,0.0075,89,0.391
ER,0.0075,90,0.3742
ER,0.0075,91,0.3785
ER,0.0075,92,0.3902
ER,0.0075,93,0.3759
ER,0.0075,94,0.3842
ER,0.0075,95,0.3889
ER,0.0075,96,0.3888
ER,0.0075,97,0.3889
ER,0.0075,98,0.3816
ER,0.0075,99,0.39
ER,0.0075,100,0.3784
ER,0.0075,101,0.3869
ER,0.0075,102,0.3935
ER,0.0075,103,0.3845
ER,0.0075,104,0.3851
ER,0.0075,105,0.3901
ER,0.0075,106,0.3874
ER,0.0075,107,0.3953
ER,0.0075,108,0.3786
ER,0.0075,109,0.3806
ER,0.0075,110,0.3869
ER,0.0075,111,0.383
ER,0.0075,112,0.3871
ER,0.0075,113,0.3925
ER,0.0075,114,0.378
ER,0.0075,115,0.3718
ER,0.0075,116,0.3831
ER,0.0075,117,0.3866
ER,0.0075,118,0.3909
ER,0.0075,119,0.3887
ER,0.0075,120,0.3736
ER,0.0075,121,0.3916
ER,0.0075,122,0.3842
ER,0.0075,123,0.394
ER,0.0075,124,0.3739
ER,0.0075,125,0.3844
ER,0.0075,126,0.407
ER,0.0075,127,0.3756
ER,0.0075,128,0.3806
ER,0.0075,129,0.3776
ER,0.0075,130,0.3751
ER,0.0075,131,0.3746
ER,0.0075,132,0.3879
ER,0.0075,133,0.3809
ER,0.0075,134,0.3884
ER,0.0075,135,0.3801
ER,0.0075,136,0.3864
ER,0.0075,137,0.3859
ER,0.0075,138,0.3859
ER,0.0075,139,0.3885
ER,0.0075,140,0.3852
ER,0.0075,141,0.3881
ER,0.0075,142,0.3736
ER,0.0075,143,0.3902
ER,0.0075,144,0.3958
ER,0.0075,145,0.3796
ER,0.0075,146,0.3774
ER,0.0075,147,0.3755
ER,0.0075,148,0.3737
ER,0.0075,149,0.3904
ER,0.0075,150,0.3836
ER,0.0075,151,0.3954
ER,0.0075,152,0.3892
ER,0.0075,153,0.3865
ER,0.0075,154,0.3824
ER,0.0075,155,0.3873
ER,0.0075,156,0.3923
ER,0.0075,157,0.3915
ER,0.0075,158,0.3802
ER,0.0075,159,0.3885
ER,0.0075,160,0.3841
ER,0.0075,161,0.392
ER,0.0075,162,0.387
ER,0.0075,163,0.3855
ER,0.0075,164,0.3846
ER,0.0075,165,0.3846
ER,0.0075,166,0.3882
ER,0.0075,167,0.3815
ER,0.0075,168,0.3803
ER,0.0075,169,0.3866
ER,0.0075,170,0.3878
ER,0.0075,171,0.3863
ER,0.0075,172,0.3907
ER,0.0075,173,0.3839
ER,0.0075,174,0.3859
ER,0.0075,175,0.3845
ER,0.0075,176,0.3925
ER,0.0075,177,0.3873
ER,0.0075,178,0.3928
ER,0.0075,179,0.3908
ER,0.0075,180,0.3854
ER,0.0075,181,0.3928
ER,0.0075,182,0.3844
ER,0.0075,183,0.3779
ER,0.0075,184,0.3799
ER,0.0075,185,0.3863
ER,0.0075,186,0.3816
ER,0.0075,187,0.3923
ER,0.0075,188,0.3775
ER,0.0075,189,0.3818
ER,0.0075,190,0.3832
ER,0.0075,191,0.3764
ER,0.0075,192,0.3839
ER,0.0075,193,0.3917
ER,0.0075,194,0.3838
ER,0.0075,195,0.3904
ER,0.0075,196,0.3911
ER,0.0075,197,0.3839
ER,0.0075,198,0.3883
ER,0.0075,199,0.3697
BA,0.0075,0,0.3745
BA,0.0075,1,0.392
BA,0.0075,2,0.374
BA,0.0075,3,0.3626
BA,0.0075,4,0.3966
BA,0.0075,5,0.3839
BA,0.0075,6,0.3805
BA,0.0075,7,0.3799
BA,0.0075,8,0.3915
BA,0.0075,9,0.3691
BA,0.0075,10,0.382
BA,0.0075,11,0.3827
BA,0.0075,12,0.3913
BA,0.0075,13,0.38
BA,0.0075,14,0.3846
BA,0.0075,15,0.3809
BA,0.0075,16,0.388
BA,0.0075,17,0.3891
BA,0.0075,18,0.3907
BA,0.0075,19,0.3696
BA,0.0075,20,0.3848
BA,0.0075,21,0.381
BA,0.0075,22,0.3805
BA,0.0075,23,0.3885
BA,0.0075,24,0.392
BA,0.0075,25,0.3644
BA,0.0075,26,0.3754
BA,0.0075,27,0.3925
BA,0.0075,28,0.3774
BA,0.0075,29,0.3823
BA,0.0075,30,0.3701
BA,0.0075,31,0.3869
BA,0.0075,32,0.3916
BA,0.0075,33,0.3874
BA,0.0075,34,0.3852
BA,0.0075,35,0.3872
BA,0.0075,36,0.3743
BA,0.0075,37,0.3778
BA,0.0075,38,0.38
BA,0.0075,39,0.3716
BA,0.0075,40,0.3843
BA,0.0075,41,0.3814
BA,0.0075,42,0.3649
BA,0.0075,43,0.3779
BA,0.0075,44,0.3769
BA,0.0075,45,0.3721
BA,0.0075,46,0.386
BA,0.0075,47,0.4072
BA,0.0075,48,0.3837
BA,0.0075,49,0.3805
BA,0.0075,50,0.3879
BA,0.0075,51,0.3722
BA,0.0075,52,0.3745
BA,0.0075,53,0.3825
BA,0.0075,54,0.3891
BA,0.0075,55,0.3858
BA,0.0075,56,0.3777
BA,0.0075,57,0.3906
BA,0.0075,58,0.3712
BA,0.0075,59,0.3942
BA,0.0075,60,0.3832
BA,0.0075,61,0.3786
BA,0.0075,62,0.384
BA,0.0075,63,0.3996
BA,0.0075,64,0.3825
BA,0.0075,65,0.3651
BA,0.0075,66,0.3756
BA,0.0075,67,0.3848
BA,0.0075,68,0.3845
BA,0.0075,69,0.3824
BA,0.0075,70,0.3738
BA,0.0075,71,0.3707
BA,0.0075,72,0.3865
BA,0.0075,73,0.3823
BA,0.0075,74,0.3701
BA,0.0075,75,0.3863
BA,0.0075,76,0.3818
BA,0.0075,77,0.3771
BA,0.0075,78,0.382
BA,0.0075,79,0.3914
BA,0.0075,80,0.3695
BA,0.0075,81,0.3821
BA,0.0075,82,0.3936
BA,0.0075,83,0.3824
BA,0.0075,84,0.3873
BA,0.0075,85,0.3815
BA,0.0075,86,0.3749
BA,0.0075,87,0.3884
BA,0.0075,88,0.3775
BA,0.0075,89,0.3812
BA,0.0075,90,0.3756
BA,0.0075,91,0.3768
BA,0.0075,92,0.3757
BA,0.0075,93,0.3785
BA,0.0075,94,0.3719
BA,0.0075,95,0.3836
BA,0.0075,96,0.3866
BA,0.0075,97,0.3905
BA,0.0075,98,0.3854
BA,0.0075,99,0.3749
BA,0.0075,100,0.3734
BA,0.0075,101,0.3731
BA,0.0075,102,0.384
BA,0.0075,103,0.3653
BA,0.0075,104,0.3739
BA,0.0075,105,0.3918
BA,0.0075,106,0.3853
BA,0.0075,107,0.3708
BA,0.0075,108,0.3776
BA,0.0075,109,0.3798
BA,0.0075,110,0.3784
BA,0.0075,111,0.3759
BA,0.0075,112,0.3879
BA,0.0075,113,0.3832
BA,0.0075,114,0.3789
BA,0.0075,115,0.3911
BA,0.0075,116,0.3933
BA,0.0075,117,0.387
BA,0.0075,118,0.3809
BA,0.0075,119,0.3864
BA,0.0075,120,0.3853
BA,0.0075,121,0.3791
BA,0.0075,122,0.3739
BA,0.0075,123,0.3846
BA,0.0075,124,0.3769
BA,0.0075,125,0.3812
BA,0.0075,126,0.3902
BA,0.0075,127,0.3832
BA,0.0075,128,0.3777
BA,0.0075,129,0.3888
BA,0.0075,130,0.3869
BA,0.0075,131,0.3847
BA,0.0075,132,0.3822
BA,0.0075,133,0.388
BA,0.0075,134,0.3846
BA,0.0075,135,0.3841
BA,0.0075,136,0.3754
BA,0.0075,137,0.3853
BA,0.0075,138,0.3846
BA,0.0075,139,0.3779
BA,0.0075,140,0.3825
BA,0.0075,141,0.3801
BA,0.0075,142,0.388
BA,0.0075,143,0.377
BA,0.0075,144,0.3809
BA,0.0075,145,0.3822
BA,0.0075,146,0.3847
BA,0.0075,147,0.3807
BA,0.0075,148,0.3777
BA,0.0075,149,0.3823
BA,0.0075,150,0.381
BA,0.0075,151,0.3865
BA,0.0075,152,0.3654
BA,0.0075,153,0.3758
BA,0.0075,154,0.386
BA,0.0075,155,0.3862
BA,0.0075,156,0.3852
BA,0.0075,157,0.3715
BA,0.0075,158,0.3816
BA,0.0075,159,0.386
BA,0.0075,160,0.3893
BA,0.0075,161,0.3723
BA,0.0075,162,0.3844
BA,0.0075,163,0.3831
BA,0.0075,164,0.3795
BA,0.0075,165,0.3858
BA,0.0075,166,0.3723
BA,0.0075,167,0.3662
BA,0.0075,168,0.3802
BA,0.0075,169,0.3821
BA,0.0075,170,0.3728
BA,0.0075,171,0.3787
BA,0.0075,172,0.3666
BA,0.0075,173,0.3897
BA,0.0075,174,0.3718
BA,0.0075,175,0.371
BA,0.0075,176,0.3788
BA,0.0075,177,0.3675
BA,0.0075,178,0.3644
BA,0.0075,179,0.3725
BA,0.0075,180,0.3932
BA,0.0075,181,0.3871
BA,0.0075,182,0.3961
BA,0.0075,183,0.3728
BA,0.0075,184,0.3738
BA,0.0075,185,0.3917
BA,0.0075,186,0.3723
BA,0.0075,187,0.3985
BA,0.0075,188,0.3789
BA,0.0075,189,0.3834
BA,0.0075,190,0.3783
BA,0.0075,191,0.3786
BA,0.0075,192,0.3794
BA,0.0075,193,0.3841
BA,0.0075,194,0.3853
BA,0.0075,195,0.3827
BA,0.0075,196,0.3877
BA,0.0075,197,0.3776
BA,0.0075,198,0.3845
BA,0.0075,199,0.3925
ER,0.011,0,0.4839
ER,0.011,1,0.4867
ER,0.011,2,0.4795
ER,0.011,3,0.486
ER,0.011,4,0.4882
ER,0.011,5,0.4865
ER,0.011,6,0.4761
ER,0.011,7,0.4858
ER,0.011,8,0.4808
ER,0.011,9,0.4939
ER,0.011,10,0.4945
ER,0.011,11,0.4974
ER,0.011,12,0.4856
ER,0.011,13,0.4882
ER,0.011,14,0.4978
ER,0.011,15,0.4874
ER,0.011,16,0.4891
ER,0.011,17,0.4881
ER,0.011,18,0.493
ER,0.011,19,0.491
ER,0.011,20,0.4931
ER,0.011,21,0.4869
ER,0.011,22,0.481
ER,0.011,23,0.4894
ER,0.011,24,0.4913
ER,0.011,25,0.4872
ER,0.011,26,0.4955
ER,0.011,27,0.4742
ER,0.011,28,0.4926
ER,0.011,29,0.5064
ER,0.011,30,0.4918
ER,0.011,31,0.495
ER,0.011,32,0.4909
ER,0.011,33,0.4863
ER,0.011,34,0.4847
ER,0.011,35,0.4984
ER,0.011,36,0.4882
ER,0.011,37,0.4874
ER,0.011,38,0.4967
ER,0.011,39,0.4966
ER,0.011,40,0.483
ER,0.011,41,0.4877
ER,0.011,42,0.4794
ER,0.011,43,0.5043
ER,0.011,44,0.486
ER,0.011,45,0.4923
ER,0.011,46,0.4927
ER,0.011,47,0.4964
ER,0.011,48,0.4806
ER,0.011,49,0.4796
ER,0.011,50,0.4917
ER,0.011,51,0.4972
ER,0.011,52,0.4856
ER,0.011,53,0.496
ER,0.011,54,0.4826
ER,0.011,55,0.4928
ER,0.011,56,0.4945
ER,0.011,57,0.4916
ER,0.011,58,0.4979
ER,0.011,59,0.4951
ER,0.011,60,0.4901
ER,0.011,61,0.4967
ER,0.011,62,0.4893
ER,0.011,63,0.4871
ER,0.011,64,0.4909
ER,0.011,65,0.495
ER,0.011,66,0.4881
ER,0.011,67,0.4902
ER,0.011,68,0.4768
ER,0.011,69,0.4721
ER,0.011,70,0.4848
ER,0.011,71,0.4913
ER,0.011,72,0.4769
ER,0.011,73,0.4912
ER,0.011,74,0.4871
ER,0.011,75,0.491
ER,0.011,76,0.4865
ER,0.011,77,0.497
ER,0.011,78,0.4901
ER,0.011,79,0.5067
ER,0.011,80,0.4872
ER,0.011,81,0.4739
ER,0.011,82,0.4955
ER,0.011,83,0.496
ER,0.011,84,0.497
ER,0.011,85,0.4916
ER,0.011,86,0.4852
ER,0.011,87,0.4771
ER,0.011,88,0.4855
ER,0.011,89,0.4996
ER,0.011,90,0.4817
ER,0.011,91,0.4916
ER,0.011,92,0.4911
ER,0.011,93,0.4884
ER,0.011,94,0.4926
ER,0.011,95,0.4902
ER,0.011,96,0.4914
ER,0.011,97,0.4938
ER,0.011,98,0.4885
ER,0.011,99,0.4839
ER,0.011,100,0.4825
ER,0.011,101,0.4981
ER,0.011,102,0.4866
ER,0.011,103,0.4984
ER,0.011,104,0.4967
ER,0.011,105,0.4945
ER,0.011,106,0.491
ER,0.011,107,0.4853
ER,0.011,108,0.488
ER,0.011,109,0.4954
ER,0.011,110,0.4952
ER,0.011,111,0.4871
ER,0.011,112,0.4863
ER,0.011,113,0.4914
ER,0.011,114,0.4902
ER,0.011,115,0.4995
ER,0.011,116,0.4984
ER,0.011,117,0.4963
ER,0.011,118,0.4972
ER,0.011,119,0.4925
ER,0.011,120,0.4898
ER,0.011,121,0.4891
ER,0.011,122,0.4886
ER,0.011,123,0.4991
ER,0.011,124,0.4844
ER,0.011,125,0.4809
ER,0.011,126,0.4859
ER,0.011,127,0.504
ER,0.011,128,0.4873
ER,0.011,129,0.4817
ER,0.011,130,0.5023
ER,0.011,131,0.489
ER,0.011,132,0.5042
ER,0.011,133,0.4794
ER,0.011,134,0.4972
ER,0.011,135,0.4902
ER,0.011,136,0.4867
ER,0.011,137,0.4936
ER,0.011,138,0.4904
ER,0.011,139,0.4989
ER,0.011,140,0.4977
ER,0.011,141,0.4844
ER,0.011,142,0.476
ER,0.011,143,0.4872
ER,0.011,144,0.4913
ER,0.011,145,0.4972
ER,0.011,146,0.4877
ER,0.011,147,0.4865
ER,0.011,148,0.4872
ER,0.011,149,0.4897
ER,0.011,150,0.497
ER,0.011,151,0.4812
ER,0.011,152,0.4929
ER,0.011,153,0.4967
ER,0.011,154,0.4851
ER,0.011,155,0.4897
ER,0.011,156,0.4989
ER,0.011,157,0.4957
ER,0.011,158,0.4924
ER,0.011,159,0.484
ER,0.011,160,0.4735
ER,0.011,161,0.4963
ER,0.011,162,0.4924
ER,0.011,163,0.49
ER,0.011,164,0.4883
ER,0.011,165,0.493
ER,0.011,166,0.4779
ER,0.011,167,0.496
ER,0.011,168,0.4832
ER,0.011,169,0.4911
ER,0.011,170,0.4961
ER,0.011,171,0.4823
ER,0.011,172,0.4845
ER,0.011,173,0.4797
ER,0.011,174,0.4907
ER,0.011,175,0.4904
ER,0.011,176,0.4862
ER,0.011,177,0.4912
ER,0.011,178,0.4954
ER,0.011,179,0.4997
ER,0.011,180,0.4946
ER,0.011,181,0.4771
ER,0.011,182,0.4791
ER,0.011,183,0.4897
ER,0.011,184,0.4917
ER,0.011,185,0.4879
ER,0.011,186,0.4931
ER,0.011,187,0.4879
ER,0.011,188,0.4876
ER,0.011,189,0.4964
ER,0.011,190,0.492
ER,0.011,191,0.4849
ER,0.011,192,0.4902
ER,0.011,193,0.4794
ER,0.011,194,0.4778
ER,0.011,195,0.4806
ER,0.011,196,0.4843
ER,0.011,197,0.4885
ER,0.011,198,0.4935
ER,0.011,199,0.488
BA,0.011,0,0.4884
BA,0.011,1,0.4656
BA,0.011,2,0.4847
BA,0.011,3,0.4845
BA,0.011,4,0.4834
BA,0.011,5,0.487
BA,0.011,6,0.4664
BA,0.011,7,0.4891
BA,0.011,8,0.469
BA,0.011,9,0.4792
BA,0.011,10,0.4788
BA,0.011,11,0.469
BA,0.011,12,0.4821
BA,0.011,13,0.4772
BA,0.011,14,0.4857
BA,0.011,15,0.4775
BA,0.011,16,0.4739
BA,0.011,17,0.4759
BA,0.011,18,0.4912
BA,0.011,19,0.4895
BA,0.011,20,0.4784
BA,0.011,21,0.4695
BA,0.011,22,0.4813
BA,0.011,23,0.4904
BA,0.011,24,0.4802
BA,0.011,25,0.4845
BA,0.011,26,0.4776
BA,0.011,27,0.4845
BA,0.011,28,0.4692
BA,0.011,29,0.4909
BA,0.011,30,0.4826
BA,0.011,31,0.4934
BA,0.011,32,0.4866
BA,0.011,33,0.477
BA,0.011,34,0.4738
BA,0.011,35,0.484
BA,0.011,36,0.4919
BA,0.011,37,0.4746
BA,0.011,38,0.4838
BA,0.011,39,0.4783
BA,0.011,40,0.4786
BA,0.011,41,0.481
BA,0.011,42,0.4787
BA,0.011,43,0.4716
BA,0.011,44,0.4814
BA,0.011,45,0.4913
BA,0.011,46,0.4787
BA,0.011,47,0.4862
BA,0.011,48,0.4829
BA,0.011,49,0.4843
BA,0.011,50,0.4806
BA,0.011,51,0.4772
BA,0.011,52,0.4806
BA,0.011,53,0.481
BA,0.011,54,0.4839
BA,0.011,55,0.4766
BA,0.011,56,0.4796
BA,0.011,57,0.4858
BA,0.011,58,0.4748
BA,0.011,59,0.4664
BA,0.011,60,0.4808
BA,0.011,61,0.4775
BA,0.011,62,0.4744
BA,0.011,63,0.4846
BA,0.011,64,0.4878
BA,0.011,65,0.4796
BA,0.011,66,0.4874
BA,0.011,67,0.4895
BA,0.011,68,0.479
BA,0.011,69,0.4765
BA,0.011,70,0.4813
BA,0.011,71,0.4763
BA,0.011,72,0.4796
BA,0.011,73,0.4774
BA,0.011,74,0.4954
BA,0.011,75,0.4749
BA,0.011,76,0.4741
BA,0.011,77,0.4805
BA,0.011,78,0.4734
BA,0.011,79,0.4733
BA,0.011,80,0.4732
BA,0.011,81,0.4863
BA,0.011,82,0.4975
BA,0.011,83,0.4752
BA,0.011,84,0.4754
BA,0.011,85,0.4764
BA,0.011,86,0.4742
BA,0.011,87,0.4783
BA,0.011,88,0.4863
BA,0.011,89,0.4734
BA,0.011,90,0.4799
BA,0.011,91,0.4588
BA,0.011,92,0.5011
BA,0.011,93,0.4826
BA,0.011,94,0.4839
BA,0.011,95,0.4921
BA,0.011,96,0.4807
BA,0.011,97,0.4965
BA,0.011,98,0.4739
BA,0.011,99,0.4724
BA,0.011,100,0.4841
BA,0.011,101,0.4795
BA,0.011,102,0.4729
BA,0.011,103,0.4878
BA,0.011,104,0.474
BA,0.011,105,0.4975
BA,0.011,106,0.4764
BA,0.011,107,0.4771
BA,0.011,108,0.4844
BA,0.011,109,0.4796
BA,0.011,110,0.4772
BA,0.011,111,0.4775
BA,0.011,112,0.4745
BA,0.011,113,0.4725
BA,0.011,114,0.4738
BA,0.011,115,0.4781
BA,0.011,116,0.4794
BA,0.011,117,0.4908
BA,0.011,118,0.479
BA,0.011,119,0.4807
BA,0.011,120,0.482
BA,0.011,121,0.4748
BA,0.011,122,0.4706
BA,0.011,123,0.4788
BA,0.011,124,0.4862
BA,0.011,125,0.4774
BA,0.011,126,0.4829
BA,0.011,127,0.4846
BA,0.011,128,0.4883
BA,0.011,129,0.4803
BA,0.011,130,0.4772
BA,0.011,131,0.4851
BA,0.011,132,0.4786
BA,0.011,133,0.4863
BA,0.011,134,0.4755
BA,0.011,135,0.4728
BA,0.011,136,0.4807
BA,0.011,137,0.4735
BA,0.011,138,0.4714
BA,0.011,139,0.4893
BA,0.011,140,0.4789
BA,0.011,141,0.4892
BA,0.011,142,0.4743
BA,0.011,143,0.4891
BA,0.011,144,0.4802
BA,0.011,145,0.4812
BA,0.011,146,0.4911
BA,0.011,147,0.4921
BA,0.011,148,0.4834
BA,0.011,149,0.4715
BA,0.011,150,0.4789
